Region,Gender,Handed,Favourite_physical_activity,Importance_reducing_pollution,Birth_month,Beverage,Favorite_School_Subject,Sleep_Hours_Non_Schoolnight,Paid_Work_Hours,Work_At_Home_Hours,Planned_Education_Level
NY,Female,Right-Handed,Swimming,700,June,Water,Languages,11,0,5,Graduate degree
NY,Female,Left-Handed,Gymnastics,1000,July,Other,History,11,0,2,Graduate degree
NY,Male,Ambidextrous,Football (American),1000,October,Water,Mathematics and statistics,4,0,4,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,January,Water,English,9,0,2,Graduate degree
NY,Female,Right-Handed,Swimming,1,December,Water,Science,6,0,15,Graduate degree
NY,Female,Right-Handed,Dancing,80,June,Water,Music,8,0,7,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,July,Water,English,9,0,5,Undergraduate degree
NY,Female,Right-Handed,Walking/Hiking,800,March,Water,History,10,8,2,Some college
NY,Female,Right-Handed,Dancing,535,September,Water,Science,7,0,0,Graduate degree
NY,Male,Right-Handed,Baseball/Softball,50,December,Water,Mathematics and statistics,9,25,5,High school
NY,Male,Left-Handed,Basketball,400,January,Water,Computers and technology,8,0,0,Graduate degree
NY,Male,Right-Handed,Basketball,400,September,Sports drink,Social studies,10,2,1,Graduate degree
NY,Female,Right-Handed,Soccer,1000,July,Water,Art,9,2,7,Graduate degree
NY,Female,Right-Handed,Bowling,0,May,Water,Art,7,0,3,Graduate degree
NY,Male,Right-Handed,Walking/Hiking,750,July,Water,History,10,8,2,Graduate degree
NY,Male,Right-Handed,Basketball,200,April,Water,Computers and technology,10,30,5,Graduate degree
NY,Female,Right-Handed,Other,1,April,Water,English,15,0,0,Other
NY,Female,Left-Handed,Athletics,1000,June,Water,Physical education,5,1,1,Some college
NY,Male,Right-Handed,Basketball,800,March,Water,Computers and technology,9,0,5,Undergraduate degree
NY,Female,Right-Handed,Other,1000,September,Water,Art,6,0,4,Graduate degree
NY,Male,Ambidextrous,Soccer,750,October,Soft drink (caffeinated),Mathematics and statistics,6,40,4,Graduate degree
NY,Female,Right-Handed,Lacrosse,600,March,Juice,Science,9,20,2,Some college
NY,Female,Right-Handed,Cycling,950,February,Water,Social studies,11,0,2,Graduate degree
NY,Male,Right-Handed,Hockey (Ice),800,September,Water,Science,10,0,5,Graduate degree
NY,Male,Right-Handed,Swimming,600,September,Water,Mathematics and statistics,9,0,0,Some college
NY,Male,Right-Handed,Walking/Hiking,900,August,Water,Social studies,9,4,1,Graduate degree
NY,Male,Right-Handed,Baseball/Softball,700,July,Water,English,9,35,4,Graduate degree
NY,Female,Right-Handed,Basketball,1000,September,Juice,English,9,0,2,Graduate degree
NY,Female,Right-Handed,Swimming,818,March,Juice,Science,10,0,1,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,775,March,Water,Science,9,6,1,Graduate degree
NY,Female,Right-Handed,Dancing,1000,February,Water,Social studies,7,0,1,Graduate degree
NY,Female,Left-Handed,Swimming,85,September,Water,Mathematics and statistics,8,10,6,Other
NY,Male,Right-Handed,Golf,500,June,Coffee,Mathematics and statistics,7,0,0,Some college
NY,Female,Right-Handed,Walking/Hiking,90,July,Water,Mathematics and statistics,10,0,45,Graduate degree
NY,Female,Right-Handed,Swimming,950,December,Water,Art,9,0,8,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,0,August,Juice,Mathematics and statistics,10,2,2,Graduate degree
NY,Male,Right-Handed,Basketball,759,July,Water,Other,10,0,1,Graduate degree
NY,Male,Right-Handed,Lacrosse,818,October,Sports drink,History,8,3,0,Graduate degree
NY,Female,Ambidextrous,Walking/Hiking,150,August,Tea,Art,4,6,6,Graduate degree
NY,Male,Right-Handed,Swimming,600,August,Water,History,10,0,1,Graduate degree
NY,Male,Right-Handed,Basketball,1000,March,Juice,Mathematics and statistics,9,0,1,Graduate degree
NY,Female,Right-Handed,Running/Jogging,760,July,Water,English,8,0,1,Graduate degree
NY,Female,Right-Handed,Dancing,600,January,Water,Music,8,0,1,Graduate degree
NY,Female,Right-Handed,Soccer,674,June,Milk,Art,7,0,10,Some college
NY,Female,Right-Handed,Dancing,500,March,Water,Other,12,15,0,Graduate degree
NY,Female,Right-Handed,Dancing,1000,January,Juice,Languages,9,0,0,Some college
NY,Male,Right-Handed,Basketball,500,March,Water,Social studies,9,5,3,Graduate degree
NY,Female,Right-Handed,Athletics,900,January,Water,Science,11,0,0,Graduate degree
NY,Male,Right-Handed,Swimming,700,June,Soft drink (non-caffeinated),History,9,6,6,Undergraduate degree
NY,Female,Right-Handed,Swimming,700,June,Water,Science,10,0,5,Graduate degree
NY,Female,Right-Handed,Baseball/Softball,487,July,Water,Social studies,9,16,4,Graduate degree
NY,Male,Right-Handed,Athletics,650,November,Water,Science,6,0,1,Graduate degree
NY,Male,Left-Handed,Other,600,July,Water,Mathematics and statistics,8,0,5,Graduate degree
NY,Male,Right-Handed,Soccer,500,August,Water,Mathematics and statistics,10,10,1,Graduate degree
NY,Male,Right-Handed,Soccer,1000,April,Juice,Physical education,8,0,1,Some college
NY,Male,Right-Handed,Hockey (Field),1000,September,Juice,Geography,8,0,2,Graduate degree
NY,Female,Ambidextrous,Basketball,1000,January,Water,Science,10,0,10,Some college
NY,Male,Left-Handed,Soccer,500,December,Water,Social studies,8,1,3,Graduate degree
NY,Female,Ambidextrous,Athletics,489,July,Tea,Music,9,0,1,Graduate degree
NY,Female,Ambidextrous,Tennis,850,September,Water,Languages,6,4,3,Graduate degree
NY,Female,Right-Handed,Hockey (Ice),1000,September,Water,English,10,25,3,Graduate degree
NY,Male,Right-Handed,Swimming,600,May,Milk,Mathematics and statistics,9,0,1,Graduate degree
NY,Female,Right-Handed,Swimming,701,March,Juice,English,7,0,7,Graduate degree
NY,Female,Right-Handed,Baseball/Softball,500,November,Water,Mathematics and statistics,6,0,2,Graduate degree
NY,Male,Right-Handed,Athletics,700,July,Water,Science,6,0,7,Graduate degree
NY,Male,Right-Handed,Other,120,November,Water,History,8,0,1,Graduate degree
NY,Female,Left-Handed,Dancing,652,May,Juice,Other,10,0,7,Graduate degree
NY,Male,Right-Handed,Swimming,500,September,Soft drink (caffeinated),Social studies,9,0,30,Undergraduate degree
NY,Male,Right-Handed,Soccer,800,May,Water,Mathematics and statistics,10,0,5,Graduate degree
NY,Female,Right-Handed,Other,706,January,Water,Mathematics and statistics,9,12,2,Graduate degree
NY,Female,Right-Handed,Dancing,700,November,Soft drink (caffeinated),Art,9,0,1,Graduate degree
NY,Female,Ambidextrous,Gymnastics,1000,November,Water,History,5,0,0,Some college
NY,Female,Right-Handed,Other,1000,July,Water,English,9,5,1,Graduate degree
NY,Female,Right-Handed,Tennis,722,January,Coffee,Science,10,0,0,Some college
NY,Male,Right-Handed,Other,786,August,Water,Science,6,0,1,Graduate degree
NY,Female,Right-Handed,Swimming,1000,April,Water,English,5,5,7,Graduate degree
NY,Male,Right-Handed,Basketball,1000,January,Water,History,4,0,15,Some college
NY,Female,Right-Handed,Walking/Hiking,1000,March,Water,Physical education,8,9,3,Graduate degree
NY,Female,Right-Handed,Skateboarding/Rollerblading,600,September,Soft drink (caffeinated),Art,3,0,1,High school
NY,Female,Ambidextrous,Dancing,1000,July,Water,Science,10,0,2,Other
NY,Female,Right-Handed,Tennis,1000,November,Water,Science,12,9,18,Graduate degree
NY,Male,Right-Handed,Basketball,720,June,Juice,Social studies,9,0,4,Graduate degree
NY,Female,Right-Handed,Other,300,June,Soft drink (non-caffeinated),Computers and technology,3,0,2,Undergraduate degree
NY,Male,Right-Handed,Other,1000,February,Water,Computers and technology,10,0,0,Graduate degree
NY,Female,Ambidextrous,Soccer,834,May,Water,Social studies,6,1,14,Graduate degree
NY,Male,Right-Handed,Football (American),1000,April,Water,History,8,6,0,Graduate degree
NY,Female,Right-Handed,Hockey (Ice),970,November,Water,Physical education,8,0,0,Graduate degree
NY,Male,Right-Handed,Walking/Hiking,1000,February,Water,Science,10,0,3,Graduate degree
NY,Female,Right-Handed,Golf,75,April,Water,Science,9,0,5,Graduate degree
NY,Female,Right-Handed,Gymnastics,1000,April,Tea,Science,10,9,3,Graduate degree
NY,Female,Right-Handed,Swimming,1000,July,Water,Mathematics and statistics,9,0,7,Graduate degree
NY,Male,Right-Handed,Basketball,999,April,Powdered drink,Mathematics and statistics,7,0,2,Graduate degree
NY,Female,Right-Handed,Soccer,1000,January,Water,Art,10,0,0,Graduate degree
NY,Female,Right-Handed,Bowling,1000,July,Water,Other,12,4,2,Graduate degree
NY,Male,Left-Handed,Skateboarding/Rollerblading,900,July,Water,Mathematics and statistics,9,0,2,Undergraduate degree
NY,Female,Right-Handed,Walking/Hiking,0,December,Water,Art,8,0,0,Some college
NY,Male,Right-Handed,Basketball,1000,November,Water,Physical education,10,21,5,Graduate degree
NY,Female,Right-Handed,Martial Arts,900,August,Water,Social studies,10,20,5,Undergraduate degree
NY,Female,Left-Handed,Basketball,1000,November,Water,Mathematics and statistics,6,0,2,Graduate degree
NY,Male,Right-Handed,Soccer,797,July,Juice,Physical education,12,0,1,Graduate degree
NY,Female,Right-Handed,Baseball/Softball,970,April,Water,English,10,0,0,Undergraduate degree
NY,Male,Right-Handed,Basketball,900,October,Water,Mathematics and statistics,10,15,7,Graduate degree
NY,Female,Right-Handed,Lacrosse,476,February,Water,Science,11,4,2,Graduate degree
NY,Female,Right-Handed,Dancing,70,November,Water,Mathematics and statistics,10,0,6,Undergraduate degree
NY,Male,Right-Handed,Martial Arts,800,April,Soft drink (non-caffeinated),Art,8,0,1,Graduate degree
NY,Female,Right-Handed,Tennis,786,July,Water,Art,3,7,3,Some college
NY,Female,Right-Handed,Dancing,984,June,Water,History,12,0,10,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,October,Water,Social studies,10,0,2,Graduate degree
NY,Male,Right-Handed,Martial Arts,600,March,Soft drink (caffeinated),Science,5,0,2,Graduate degree
NY,Female,Right-Handed,Soccer,1000,November,Tea,Music,9,0,1,Other
NY,Male,Right-Handed,Table Tennis,850,February,Water,Mathematics and statistics,9,5,5,Graduate degree
NY,Female,Right-Handed,Golf,500,November,Milk,Science,8,0,1,Undergraduate degree
NY,Female,Right-Handed,Gymnastics,1000,March,Water,Art,5,1,1,Graduate degree
NY,Female,Right-Handed,Dancing,1000,September,Tea,English,9,20,0,Some college
NY,Female,Right-Handed,Running/Jogging,1000,April,Water,Art,9,3,2,Graduate degree
NY,Male,Left-Handed,Football (American),390,March,Juice,Computers and technology,3,0,3,Undergraduate degree
NY,Male,Ambidextrous,Baseball/Softball,300,October,Soft drink (caffeinated),Other,10,2,0,Graduate degree
NY,Male,Right-Handed,Soccer,1000,June,Juice,Social studies,7,0,3,Some college
NY,Female,Right-Handed,Gymnastics,800,April,Water,Science,10,0,10,Graduate degree
NY,Male,Ambidextrous,Baseball/Softball,250,September,Water,Computers and technology,9,0,2,Graduate degree
NY,Female,Right-Handed,Dancing,900,April,Water,English,10,0,6,Graduate degree
NY,Female,Right-Handed,Basketball,1000,February,Milk,Science,10,0,1,Graduate degree
NY,Male,Right-Handed,Soccer,800,June,Water,Mathematics and statistics,7,0,2,Graduate degree
NY,Male,Right-Handed,Soccer,800,November,Water,Physical education,10,0,0,High school
NY,Male,Right-Handed,Soccer,305,August,Coffee,History,10,0,1,Some college
NY,Female,Right-Handed,Baseball/Softball,1000,February,Water,Music,9,60,3,Undergraduate degree
NY,Female,Right-Handed,Baseball/Softball,401,May,Soft drink (caffeinated),Art,9,0,1,Some college
NY,Male,Left-Handed,Baseball/Softball,262,May,Coffee,Science,11,5,0,Graduate degree
NY,Female,Right-Handed,Soccer,60,May,Water,Physical education,11,0,3,Graduate degree
NY,Female,Right-Handed,Hockey (Ice),600,May,Water,Computers and technology,8,0,1,Undergraduate degree
NY,Female,Right-Handed,Gymnastics,1000,October,Water,English,10,1,5,Graduate degree
NY,Female,Right-Handed,Martial Arts,980,February,Water,Art,10,1,1,Other
NY,Female,Ambidextrous,Swimming,100,December,Water,Computers and technology,9,0,0,Graduate degree
NY,Male,Right-Handed,Dancing,187,March,Water,History,10,0,2,Graduate degree
NY,Female,Right-Handed,Bowling,70,October,Water,Mathematics and statistics,9,0,3,Graduate degree
NY,Male,Right-Handed,Other,500,March,Water,Science,10,0,2,Graduate degree
NY,Male,Left-Handed,Tennis,471,January,Coffee,Other,7,0,0,Graduate degree
NY,Male,Right-Handed,Running/Jogging,800,June,Water,Mathematics and statistics,10,0,0,Graduate degree
NY,Male,Right-Handed,Basketball,500,September,Milk,Computers and technology,12,0,10,Graduate degree
NY,Male,Right-Handed,Skateboarding/Rollerblading,850,June,Water,Languages,9,0,2,Graduate degree
NY,Female,Right-Handed,Dancing,500,February,Water,English,11,13,3,Graduate degree
NY,Female,Right-Handed,Soccer,262,August,Soft drink (caffeinated),Computers and technology,7,0,1,Graduate degree
NY,Female,Right-Handed,Soccer,450,November,Water,Art,12,0,2,Some college
NY,Female,Right-Handed,Basketball,700,January,Water,Physical education,9,0,14,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,August,Tea,English,10,3,4,Graduate degree
NY,Male,Right-Handed,Golf,781,December,Juice,Physical education,4,0,12,Graduate degree
NY,Male,Ambidextrous,Basketball,1000,April,Water,Physical education,3,0,3,Graduate degree
NY,Female,Right-Handed,Other,565,March,Water,Computers and technology,6,3,4,Graduate degree
NY,Female,Right-Handed,Skateboarding/Rollerblading,1000,August,Water,Computers and technology,9,0,4,Graduate degree
NY,Female,Right-Handed,Running/Jogging,1000,November,Water,Social studies,8,1,4,Graduate degree
NY,Male,Right-Handed,Soccer,925,January,Water,Mathematics and statistics,11,0,10,Graduate degree
NY,Female,Right-Handed,Swimming,1000,September,Water,Science,9,0,0,Undergraduate degree
NY,Female,Right-Handed,Basketball,1000,June,Sports drink,Physical education,13,0,1,Graduate degree
NY,Male,Right-Handed,Other,449,May,Water,Mathematics and statistics,8,0,2,Graduate degree
NY,Male,Right-Handed,Other,900,December,Water,Other,7,14,7,Graduate degree
NY,Male,Right-Handed,Baseball/Softball,615,May,Water,Physical education,9,0,2,Undergraduate degree
NY,Female,Right-Handed,Other,80,October,Water,English,9,0,2,Graduate degree
NY,Male,Left-Handed,Tennis,1000,August,Water,Mathematics and statistics,12,0,5,Graduate degree
NY,Female,Right-Handed,Dancing,400,August,Water,Music,8,0,2,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,June,Water,English,10,25,20,Graduate degree
NY,Male,Right-Handed,Other,350,April,Water,Mathematics and statistics,8,15,1,Graduate degree
NY,Male,Right-Handed,Football (American),0,September,Other,Science,11,11,10,Graduate degree
NY,Male,Right-Handed,Basketball,1000,May,Water,Computers and technology,12,0,0,Graduate degree
NY,Male,Right-Handed,Bowling,500,December,Water,Art,9,8,1,High school
NY,Female,Right-Handed,Basketball,476,November,Water,Mathematics and statistics,10,25,6,Graduate degree
NY,Female,Right-Handed,Swimming,1000,December,Water,Art,9,5,2,Graduate degree
NY,Male,Right-Handed,Soccer,749,June,Water,Languages,10,0,2,Graduate degree
NY,Male,Right-Handed,Running/Jogging,850,September,Water,Computers and technology,9,0,1,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,May,Water,Mathematics and statistics,10,1,2,Graduate degree
NY,Female,Left-Handed,Basketball,2,July,Water,Art,10,0,8,Some college
NY,Female,Right-Handed,Cycling,1000,March,Milk,Social studies,12,0,2,Graduate degree
NY,Female,Right-Handed,Dancing,850,March,Water,English,9,0,7,Graduate degree
NY,Male,Right-Handed,Martial Arts,904,March,Water,Computers and technology,9,0,10,Some college
TX,Male,Right-Handed,Cycling,1000,August,Coffee,Science,6,0,6,Other
TX,Female,Left-Handed,Skateboarding/Rollerblading,1000,June,Soft drink (caffeinated),Music,13,7,25,Graduate degree
TX,Female,Right-Handed,Other,4,September,Water,History,10,20,2,Graduate degree
TX,Male,Right-Handed,Running/Jogging,685,June,Water,Mathematics and statistics,12,30,15,Graduate degree
TX,Male,Right-Handed,Cycling,900,July,Soft drink (caffeinated),Science,9,0,5,Graduate degree
TX,Female,Right-Handed,Soccer,500,June,Soft drink (caffeinated),Other,10,0,3,Undergraduate degree
TX,Male,Right-Handed,Football (American),650,June,Water,English,8,0,1,Graduate degree
TX,Female,Right-Handed,Dancing,1000,May,Water,Other,9,0,15,Graduate degree
TX,Male,Right-Handed,Tennis,800,March,Water,Mathematics and statistics,10,0,0,Other
TX,Female,Right-Handed,Dancing,700,September,Water,Languages,10,0,5,Graduate degree
TX,Male,Right-Handed,Soccer,850,September,Sports drink,Mathematics and statistics,12,10,10,Graduate degree
TX,Female,Left-Handed,Walking/Hiking,1000,March,Water,Science,8,10,6,Undergraduate degree
TX,Female,Right-Handed,Dancing,711,February,Water,Physical education,11,1,1,Graduate degree
TX,Male,Right-Handed,Soccer,750,April,Water,Physical education,9,14,12,Other
TX,Male,Right-Handed,Martial Arts,86,April,Soft drink (caffeinated),Science,12,36,1,Graduate degree
TX,Female,Right-Handed,Other,500,August,Water,Physical education,3,44,0,Graduate degree
TX,Male,Right-Handed,Basketball,250,July,Water,Mathematics and statistics,7,20,2,Graduate degree
TX,Male,Left-Handed,Tennis,567,November,Water,Science,10,0,5,Graduate degree
TX,Male,Right-Handed,Bowling,813,January,Water,History,9,0,10,Graduate degree
TX,Male,Right-Handed,Football (American),412,January,Water,History,12,0,3,Some college
TX,Female,Right-Handed,Other,1000,October,Powdered drink,Art,10,0,2,High school
TX,Female,Right-Handed,Running/Jogging,412,June,Water,Other,9,0,7,Graduate degree
TX,Male,Left-Handed,Walking/Hiking,1000,April,Soft drink (caffeinated),Science,9,36,10,Some college
TX,Female,Right-Handed,Tennis,519,August,Water,History,10,0,5,Other
TX,Male,Left-Handed,Athletics,600,May,Water,Mathematics and statistics,7,12,3,Graduate degree
TX,Male,Right-Handed,Soccer,800,June,Water,Mathematics and statistics,8,0,2,Graduate degree
TX,Female,Left-Handed,Martial Arts,100,May,Water,Art,3,1,1,Undergraduate degree
TX,Female,Right-Handed,Other,900,January,Tea,Science,8,14,3,Graduate degree
TX,Male,Right-Handed,Hockey (Ice),1000,June,Water,Science,12,0,2,Graduate degree
TX,Female,Right-Handed,Basketball,900,December,Water,Other,9,0,1,Graduate degree
TX,Female,Ambidextrous,Other,500,January,Water,Physical education,12,20,2,Other
TX,Male,Right-Handed,Athletics,1000,October,Water,Science,10,0,11,Graduate degree
TX,Female,Left-Handed,Basketball,1000,June,Water,Mathematics and statistics,9,0,4,Graduate degree
TX,Male,Right-Handed,Basketball,700,July,Juice,History,8,30,5,Graduate degree
TX,Male,Right-Handed,Tennis,500,September,Water,Science,11,12,1,Graduate degree
TX,Female,Right-Handed,Basketball,947,March,Water,Mathematics and statistics,11,3,3,Graduate degree
TX,Male,Right-Handed,Athletics,0,September,Water,Other,10,0,5,Graduate degree
TX,Female,Right-Handed,Soccer,500,September,Water,Art,9,0,1,Graduate degree
TX,Male,Ambidextrous,Basketball,1000,September,Energy drink,Science,4,10,34,Graduate degree
TX,Male,Right-Handed,Walking/Hiking,100,April,Water,Other,10,0,10,Other
TX,Male,Right-Handed,Cycling,1000,May,Water,Science,9,0,2,Other
TX,Female,Right-Handed,Walking/Hiking,400,August,Water,Art,7,0,3,Graduate degree
TX,Male,Right-Handed,Running/Jogging,845,November,Water,Computers and technology,8,0,0,Undergraduate degree
TX,Female,Right-Handed,Basketball,900,July,Tea,English,9,0,2,Graduate degree
TX,Female,Right-Handed,Skateboarding/Rollerblading,786,August,Water,History,8,40,20,Graduate degree
TX,Female,Right-Handed,Cycling,1000,August,Water,Social studies,11,0,0,Other
TX,Male,Right-Handed,Soccer,500,January,Powdered drink,Computers and technology,12,0,9,Graduate degree
TX,Male,Right-Handed,Athletics,652,June,Water,Mathematics and statistics,8,0,2,Graduate degree
TX,Male,Right-Handed,Baseball/Softball,76,May,Water,Computers and technology,9,8,5,Graduate degree
TX,Female,Right-Handed,Tennis,700,October,Tea,English,10,0,3,Other
TX,Female,Right-Handed,Baseball/Softball,900,March,Water,English,6,30,7,Some college
TX,Male,Right-Handed,Bowling,797,May,Water,Science,8,0,30,Some college
TX,Male,Right-Handed,Basketball,594,August,Water,History,8,0,5,Graduate degree
TX,Male,Right-Handed,Basketball,578,January,Water,Art,7,20,5,Graduate degree
TX,Female,Left-Handed,Swimming,300,November,Water,English,9,0,3,Graduate degree
TX,Female,Right-Handed,Skateboarding/Rollerblading,1000,December,Coffee,Other,10,18,0,Graduate degree
TX,Female,Right-Handed,Basketball,300,December,Water,Physical education,9,0,5,Graduate degree
TX,Male,Right-Handed,Soccer,500,December,Water,Physical education,8,5,4,Some college
TX,Female,Right-Handed,Swimming,856,April,Juice,Other,8,12,7,Other
TX,Female,Right-Handed,Other,100,October,Water,Mathematics and statistics,11,0,0,Graduate degree
TX,Male,Right-Handed,Swimming,1000,September,Water,Art,10,0,5,Graduate degree
TX,Female,Right-Handed,Dancing,471,October,Water,Computers and technology,8,0,1,High school
TX,Female,Left-Handed,Dancing,1000,December,Water,History,5,0,10,Graduate degree
TX,Female,Right-Handed,Other,850,February,Water,Other,8,0,0,Graduate degree
TX,Male,Right-Handed,Football (American),0,May,Water,Physical education,10,15,3,High school
TX,Male,Left-Handed,Golf,3,October,Water,History,5,24,9,High school
TX,Male,Right-Handed,Soccer,800,March,Other,History,10,0,0,Graduate degree
TX,Female,Right-Handed,Running/Jogging,1000,October,Water,Art,10,1,2,Some college
TX,Male,Right-Handed,Rowing,700,October,Water,History,9,0,15,Graduate degree
TX,Female,Right-Handed,Tennis,850,May,Water,Mathematics and statistics,11,15,6,Graduate degree
TX,Female,Right-Handed,Dancing,1000,July,Water,Mathematics and statistics,10,0,30,Graduate degree
TX,Female,Right-Handed,Other,65,August,Water,Science,10,0,18,Graduate degree
TX,Male,Right-Handed,Baseball/Softball,750,March,Water,History,9,21,3,Other
TX,Male,Right-Handed,Soccer,1000,August,Water,Computers and technology,10,0,0,Some college
TX,Male,Right-Handed,Walking/Hiking,1000,February,Water,Social studies,10,15,2,Graduate degree
TX,Male,Right-Handed,Other,503,July,Water,History,7,30,13,High school
TX,Female,Right-Handed,Other,600,April,Water,Mathematics and statistics,10,0,9,Graduate degree
TX,Female,Right-Handed,Athletics,500,December,Tea,History,6,20,48,Graduate degree
TX,Female,Right-Handed,Other,10,January,Soft drink (caffeinated),Music,12,8,1,Other
TX,Male,Right-Handed,Football (American),299,July,Energy drink,History,8,16,2,Graduate degree
TX,Female,Right-Handed,Other,476,September,Water,Social studies,10,0,1,Graduate degree
TX,Female,Right-Handed,Dancing,561,January,Water,English,9,10,5,High school
TX,Female,Right-Handed,Other,731,August,Water,History,10,25,6,Other
TX,Female,Right-Handed,Tennis,588,October,Water,Mathematics and statistics,8,0,3,Graduate degree
TX,Female,Right-Handed,Baseball/Softball,1000,July,Water,Social studies,3,0,3,Graduate degree
TX,Female,Left-Handed,Baseball/Softball,700,October,Water,History,9,0,2,Graduate degree
TX,Female,Right-Handed,Other,100,December,Water,Computers and technology,12,35,25,Graduate degree
TX,Female,Right-Handed,Other,500,June,Sports drink,Science,9,0,4,Graduate degree
TX,Male,Right-Handed,Running/Jogging,1000,September,Water,Computers and technology,7,0,1,Some college
TX,Male,Left-Handed,Football (American),800,March,Water,Art,9,0,0,Graduate degree
TX,Male,Right-Handed,Other,800,June,Water,Music,8,0,2,Other
TX,Male,Right-Handed,Basketball,7,September,Water,Mathematics and statistics,8,0,0,High school
TX,Female,Right-Handed,Other,508,November,Soft drink (caffeinated),Science,10,45,1,Graduate degree
TX,Male,Right-Handed,Swimming,759,July,Water,Computers and technology,12,0,3,Graduate degree
TX,Female,Right-Handed,Dancing,278,March,Water,English,10,0,3,Undergraduate degree
TX,Male,Left-Handed,Lacrosse,750,February,Water,Physical education,12,0,2,Graduate degree
TX,Female,Left-Handed,Other,936,January,Water,English,8,0,0,Graduate degree
TX,Female,Right-Handed,Athletics,1000,June,Water,Music,2,5,9,Graduate degree
TX,Male,Right-Handed,Baseball/Softball,800,June,Energy drink,Mathematics and statistics,6,4,1,High school
TX,Male,Right-Handed,Basketball,1000,November,Tea,History,5,30,1,Other
TX,Male,Right-Handed,Other,800,July,Water,Other,5,8,7,Some college
TX,Female,Right-Handed,Dancing,32,January,Soft drink (caffeinated),Social studies,5,0,0,Graduate degree
TX,Female,Right-Handed,Soccer,500,January,Water,Mathematics and statistics,8,0,0,Graduate degree
TX,Female,Right-Handed,Dancing,583,December,Soft drink (caffeinated),English,5,15,6,Other
TX,Female,Right-Handed,Tennis,471,December,Water,Mathematics and statistics,8,0,3,Graduate degree
TX,Male,Right-Handed,Running/Jogging,500,November,Water,Science,8,0,2,Undergraduate degree
TX,Female,Right-Handed,Dancing,1000,December,Water,Other,8,15,7,Undergraduate degree
TX,Female,Right-Handed,Soccer,600,September,Water,History,9,0,2,Graduate degree
TX,Male,Right-Handed,Baseball/Softball,6,September,Tea,Other,10,0,3,Other
TX,Male,Right-Handed,Other,950,May,Water,Science,8,20,5,Graduate degree
TX,Female,Right-Handed,Basketball,775,March,Soft drink (caffeinated),Art,3,0,2,Graduate degree
TX,Male,Right-Handed,Soccer,1000,August,Water,Mathematics and statistics,7,9,0,High school
TX,Female,Right-Handed,Gymnastics,300,August,Powdered drink,Physical education,7,0,0,Graduate degree
TX,Male,Left-Handed,Skateboarding/Rollerblading,0,October,Water,Science,8,18,3,Graduate degree
TX,Male,Right-Handed,Skateboarding/Rollerblading,813,April,Soft drink (caffeinated),Other,10,0,0,Graduate degree
TX,Female,Right-Handed,Other,1000,April,Water,Art,8,0,1,Some college
TX,Female,Right-Handed,Swimming,700,August,Water,Art,10,0,7,Graduate degree
TX,Male,Ambidextrous,Football (American),1000,November,Water,Physical education,10,30,1,Graduate degree
TX,Male,Right-Handed,Hockey (Ice),727,April,Tea,History,7,0,3,Graduate degree
TX,Female,Right-Handed,Walking/Hiking,1000,September,Water,History,4,30,30,Graduate degree
TX,Male,Right-Handed,Martial Arts,1000,February,Water,Science,6,35,3,Other
TX,Female,Right-Handed,Dancing,1000,November,Water,Science,8,0,2,Graduate degree
TX,Male,Right-Handed,Running/Jogging,600,March,Water,Physical education,8,20,0,Undergraduate degree
TX,Male,Left-Handed,Athletics,0,October,Water,Science,8,6,14,Graduate degree
TX,Male,Right-Handed,Basketball,650,September,Water,Other,8,8,4,Undergraduate degree
TX,Male,Right-Handed,Bowling,1000,November,Water,History,10,0,4,Undergraduate degree
TX,Female,Right-Handed,Athletics,1000,September,Water,English,6,20,5,Graduate degree
TX,Male,Ambidextrous,Baseball/Softball,0,March,Sports drink,Physical education,12,0,0,Graduate degree
TX,Female,Right-Handed,Other,471,November,Tea,Other,8,1,5,Other
TX,Female,Right-Handed,Swimming,536,September,Tea,History,10,8,4,Undergraduate degree
TX,Male,Right-Handed,Tennis,802,February,Sports drink,Science,8,0,1,Graduate degree
TX,Female,Right-Handed,Athletics,500,January,Water,Physical education,6,25,1,Graduate degree
TX,Male,Right-Handed,Bowling,750,July,Energy drink,Other,5,15,1,Graduate degree
TX,Female,Right-Handed,Walking/Hiking,1000,August,Water,English,9,25,3,Graduate degree
TX,Male,Right-Handed,Soccer,1000,January,Water,History,10,0,12,Some college
TX,Male,Right-Handed,Baseball/Softball,500,July,Milk,Science,6,0,0,Graduate degree
TX,Male,Right-Handed,Football (American),305,April,Powdered drink,Mathematics and statistics,6,40,5,Undergraduate degree
TX,Male,Right-Handed,Football (American),400,December,Milk,Physical education,10,0,4,Graduate degree
TX,Female,Right-Handed,Soccer,481,May,Water,English,8,0,1,Graduate degree
TX,Male,Right-Handed,Athletics,250,July,Tea,Mathematics and statistics,9,0,24,Some college
TX,Male,Right-Handed,Soccer,50,March,Sports drink,English,12,0,4,Graduate degree
